Run,Agent,Iteration,Overbid Regret
0,Truthful Oracle 1,0,0.0
0,Truthful Oracle 1,1,0.0
0,Truthful Oracle 1,2,0.0
0,Truthful Oracle 1,3,0.0
0,Truthful Oracle 1,4,0.0
0,Truthful Oracle 1,5,0.0
0,Truthful Oracle 1,6,0.0
0,Truthful Oracle 1,7,0.0
0,Truthful Oracle 1,8,0.0
0,Truthful Oracle 1,9,0.0
0,Truthful Oracle 1,10,0.0
0,Truthful Oracle 1,11,0.0
0,Truthful Oracle 1,12,0.0
0,Truthful Oracle 1,13,0.0
0,Truthful Oracle 1,14,0.0
0,Truthful Oracle 1,15,0.0
0,Truthful Oracle 1,16,0.0
0,Truthful Oracle 1,17,0.0
0,Truthful Oracle 1,18,0.0
0,Truthful Oracle 1,19,0.0
0,Truthful Oracle 2,0,0.0
0,Truthful Oracle 2,1,0.0
0,Truthful Oracle 2,2,0.0
0,Truthful Oracle 2,3,0.0
0,Truthful Oracle 2,4,0.0
0,Truthful Oracle 2,5,0.0
0,Truthful Oracle 2,6,0.0
0,Truthful Oracle 2,7,0.0
0,Truthful Oracle 2,8,0.0
0,Truthful Oracle 2,9,0.0
0,Truthful Oracle 2,10,0.0
0,Truthful Oracle 2,11,0.0
0,Truthful Oracle 2,12,0.0
0,Truthful Oracle 2,13,0.0
0,Truthful Oracle 2,14,0.0
0,Truthful Oracle 2,15,0.0
0,Truthful Oracle 2,16,0.0
0,Truthful Oracle 2,17,0.0
0,Truthful Oracle 2,18,0.0
0,Truthful Oracle 2,19,0.0
0,Truthful Oracle 3,0,0.0
0,Truthful Oracle 3,1,0.0
0,Truthful Oracle 3,2,0.0
0,Truthful Oracle 3,3,0.0
0,Truthful Oracle 3,4,0.0
0,Truthful Oracle 3,5,0.0
0,Truthful Oracle 3,6,0.0
0,Truthful Oracle 3,7,0.0
0,Truthful Oracle 3,8,0.0
0,Truthful Oracle 3,9,0.0
0,Truthful Oracle 3,10,0.0
0,Truthful Oracle 3,11,0.0
0,Truthful Oracle 3,12,0.0
0,Truthful Oracle 3,13,0.0
0,Truthful Oracle 3,14,0.0
0,Truthful Oracle 3,15,0.0
0,Truthful Oracle 3,16,0.0
0,Truthful Oracle 3,17,0.0
0,Truthful Oracle 3,18,0.0
0,Truthful Oracle 3,19,0.0
0,Truthful Oracle 4,0,0.0
0,Truthful Oracle 4,1,0.0
0,Truthful Oracle 4,2,0.0
0,Truthful Oracle 4,3,0.0
0,Truthful Oracle 4,4,0.0
0,Truthful Oracle 4,5,0.0
0,Truthful Oracle 4,6,0.0
0,Truthful Oracle 4,7,0.0
0,Truthful Oracle 4,8,0.0
0,Truthful Oracle 4,9,0.0
0,Truthful Oracle 4,10,0.0
0,Truthful Oracle 4,11,0.0
0,Truthful Oracle 4,12,0.0
0,Truthful Oracle 4,13,0.0
0,Truthful Oracle 4,14,0.0
0,Truthful Oracle 4,15,0.0
0,Truthful Oracle 4,16,0.0
0,Truthful Oracle 4,17,0.0
0,Truthful Oracle 4,18,0.0
0,Truthful Oracle 4,19,0.0
0,Truthful Oracle 5,0,0.0
0,Truthful Oracle 5,1,0.0
0,Truthful Oracle 5,2,0.0
0,Truthful Oracle 5,3,0.0
0,Truthful Oracle 5,4,0.0
0,Truthful Oracle 5,5,0.0
0,Truthful Oracle 5,6,0.0
0,Truthful Oracle 5,7,0.0
0,Truthful Oracle 5,8,0.0
0,Truthful Oracle 5,9,0.0
0,Truthful Oracle 5,10,0.0
0,Truthful Oracle 5,11,0.0
0,Truthful Oracle 5,12,0.0
0,Truthful Oracle 5,13,0.0
0,Truthful Oracle 5,14,0.0
0,Truthful Oracle 5,15,0.0
0,Truthful Oracle 5,16,0.0
0,Truthful Oracle 5,17,0.0
0,Truthful Oracle 5,18,0.0
0,Truthful Oracle 5,19,0.0
0,Truthful Oracle 6,0,0.0
0,Truthful Oracle 6,1,0.0
0,Truthful Oracle 6,2,0.0
0,Truthful Oracle 6,3,0.0
0,Truthful Oracle 6,4,0.0
0,Truthful Oracle 6,5,0.0
0,Truthful Oracle 6,6,0.0
0,Truthful Oracle 6,7,0.0
0,Truthful Oracle 6,8,0.0
0,Truthful Oracle 6,9,0.0
0,Truthful Oracle 6,10,0.0
0,Truthful Oracle 6,11,0.0
0,Truthful Oracle 6,12,0.0
0,Truthful Oracle 6,13,0.0
0,Truthful Oracle 6,14,0.0
0,Truthful Oracle 6,15,0.0
0,Truthful Oracle 6,16,0.0
0,Truthful Oracle 6,17,0.0
0,Truthful Oracle 6,18,0.0
0,Truthful Oracle 6,19,0.0
1,Truthful Oracle 1,0,0.0
1,Truthful Oracle 1,1,0.0
1,Truthful Oracle 1,2,0.0
1,Truthful Oracle 1,3,0.0
1,Truthful Oracle 1,4,0.0
1,Truthful Oracle 1,5,0.0
1,Truthful Oracle 1,6,0.0
1,Truthful Oracle 1,7,0.0
1,Truthful Oracle 1,8,0.0
1,Truthful Oracle 1,9,0.0
1,Truthful Oracle 1,10,0.0
1,Truthful Oracle 1,11,0.0
1,Truthful Oracle 1,12,0.0
1,Truthful Oracle 1,13,0.0
1,Truthful Oracle 1,14,0.0
1,Truthful Oracle 1,15,0.0
1,Truthful Oracle 1,16,0.0
1,Truthful Oracle 1,17,0.0
1,Truthful Oracle 1,18,0.0
1,Truthful Oracle 1,19,0.0
1,Truthful Oracle 2,0,0.0
1,Truthful Oracle 2,1,0.0
1,Truthful Oracle 2,2,0.0
1,Truthful Oracle 2,3,0.0
1,Truthful Oracle 2,4,0.0
1,Truthful Oracle 2,5,0.0
1,Truthful Oracle 2,6,0.0
1,Truthful Oracle 2,7,0.0
1,Truthful Oracle 2,8,0.0
1,Truthful Oracle 2,9,0.0
1,Truthful Oracle 2,10,0.0
1,Truthful Oracle 2,11,0.0
1,Truthful Oracle 2,12,0.0
1,Truthful Oracle 2,13,0.0
1,Truthful Oracle 2,14,0.0
1,Truthful Oracle 2,15,0.0
1,Truthful Oracle 2,16,0.0
1,Truthful Oracle 2,17,0.0
1,Truthful Oracle 2,18,0.0
1,Truthful Oracle 2,19,0.0
1,Truthful Oracle 3,0,0.0
1,Truthful Oracle 3,1,0.0
1,Truthful Oracle 3,2,0.0
1,Truthful Oracle 3,3,0.0
1,Truthful Oracle 3,4,0.0
1,Truthful Oracle 3,5,0.0
1,Truthful Oracle 3,6,0.0
1,Truthful Oracle 3,7,0.0
1,Truthful Oracle 3,8,0.0
1,Truthful Oracle 3,9,0.0
1,Truthful Oracle 3,10,0.0
1,Truthful Oracle 3,11,0.0
1,Truthful Oracle 3,12,0.0
1,Truthful Oracle 3,13,0.0
1,Truthful Oracle 3,14,0.0
1,Truthful Oracle 3,15,0.0
1,Truthful Oracle 3,16,0.0
1,Truthful Oracle 3,17,0.0
1,Truthful Oracle 3,18,0.0
1,Truthful Oracle 3,19,0.0
1,Truthful Oracle 4,0,0.0
1,Truthful Oracle 4,1,0.0
1,Truthful Oracle 4,2,0.0
1,Truthful Oracle 4,3,0.0
1,Truthful Oracle 4,4,0.0
1,Truthful Oracle 4,5,0.0
1,Truthful Oracle 4,6,0.0
1,Truthful Oracle 4,7,0.0
1,Truthful Oracle 4,8,0.0
1,Truthful Oracle 4,9,0.0
1,Truthful Oracle 4,10,0.0
1,Truthful Oracle 4,11,0.0
1,Truthful Oracle 4,12,0.0
1,Truthful Oracle 4,13,0.0
1,Truthful Oracle 4,14,0.0
1,Truthful Oracle 4,15,0.0
1,Truthful Oracle 4,16,0.0
1,Truthful Oracle 4,17,0.0
1,Truthful Oracle 4,18,0.0
1,Truthful Oracle 4,19,0.0
1,Truthful Oracle 5,0,0.0
1,Truthful Oracle 5,1,0.0
1,Truthful Oracle 5,2,0.0
1,Truthful Oracle 5,3,0.0
1,Truthful Oracle 5,4,0.0
1,Truthful Oracle 5,5,0.0
1,Truthful Oracle 5,6,0.0
1,Truthful Oracle 5,7,0.0
1,Truthful Oracle 5,8,0.0
1,Truthful Oracle 5,9,0.0
1,Truthful Oracle 5,10,0.0
1,Truthful Oracle 5,11,0.0
1,Truthful Oracle 5,12,0.0
1,Truthful Oracle 5,13,0.0
1,Truthful Oracle 5,14,0.0
1,Truthful Oracle 5,15,0.0
1,Truthful Oracle 5,16,0.0
1,Truthful Oracle 5,17,0.0
1,Truthful Oracle 5,18,0.0
1,Truthful Oracle 5,19,0.0
1,Truthful Oracle 6,0,0.0
1,Truthful Oracle 6,1,0.0
1,Truthful Oracle 6,2,0.0
1,Truthful Oracle 6,3,0.0
1,Truthful Oracle 6,4,0.0
1,Truthful Oracle 6,5,0.0
1,Truthful Oracle 6,6,0.0
1,Truthful Oracle 6,7,0.0
1,Truthful Oracle 6,8,0.0
1,Truthful Oracle 6,9,0.0
1,Truthful Oracle 6,10,0.0
1,Truthful Oracle 6,11,0.0
1,Truthful Oracle 6,12,0.0
1,Truthful Oracle 6,13,0.0
1,Truthful Oracle 6,14,0.0
1,Truthful Oracle 6,15,0.0
1,Truthful Oracle 6,16,0.0
1,Truthful Oracle 6,17,0.0
1,Truthful Oracle 6,18,0.0
1,Truthful Oracle 6,19,0.0
2,Truthful Oracle 1,0,0.0
2,Truthful Oracle 1,1,0.0
2,Truthful Oracle 1,2,0.0
2,Truthful Oracle 1,3,0.0
2,Truthful Oracle 1,4,0.0
2,Truthful Oracle 1,5,0.0
2,Truthful Oracle 1,6,0.0
2,Truthful Oracle 1,7,0.0
2,Truthful Oracle 1,8,0.0
2,Truthful Oracle 1,9,0.0
2,Truthful Oracle 1,10,0.0
2,Truthful Oracle 1,11,0.0
2,Truthful Oracle 1,12,0.0
2,Truthful Oracle 1,13,0.0
2,Truthful Oracle 1,14,0.0
2,Truthful Oracle 1,15,0.0
2,Truthful Oracle 1,16,0.0
2,Truthful Oracle 1,17,0.0
2,Truthful Oracle 1,18,0.0
2,Truthful Oracle 1,19,0.0
2,Truthful Oracle 2,0,0.0
2,Truthful Oracle 2,1,0.0
2,Truthful Oracle 2,2,0.0
2,Truthful Oracle 2,3,0.0
2,Truthful Oracle 2,4,0.0
2,Truthful Oracle 2,5,0.0
2,Truthful Oracle 2,6,0.0
2,Truthful Oracle 2,7,0.0
2,Truthful Oracle 2,8,0.0
2,Truthful Oracle 2,9,0.0
2,Truthful Oracle 2,10,0.0
2,Truthful Oracle 2,11,0.0
2,Truthful Oracle 2,12,0.0
2,Truthful Oracle 2,13,0.0
2,Truthful Oracle 2,14,0.0
2,Truthful Oracle 2,15,0.0
2,Truthful Oracle 2,16,0.0
2,Truthful Oracle 2,17,0.0
2,Truthful Oracle 2,18,0.0
2,Truthful Oracle 2,19,0.0
2,Truthful Oracle 3,0,0.0
2,Truthful Oracle 3,1,0.0
2,Truthful Oracle 3,2,0.0
2,Truthful Oracle 3,3,0.0
2,Truthful Oracle 3,4,0.0
2,Truthful Oracle 3,5,0.0
2,Truthful Oracle 3,6,0.0
2,Truthful Oracle 3,7,0.0
2,Truthful Oracle 3,8,0.0
2,Truthful Oracle 3,9,0.0
2,Truthful Oracle 3,10,0.0
2,Truthful Oracle 3,11,0.0
2,Truthful Oracle 3,12,0.0
2,Truthful Oracle 3,13,0.0
2,Truthful Oracle 3,14,0.0
2,Truthful Oracle 3,15,0.0
2,Truthful Oracle 3,16,0.0
2,Truthful Oracle 3,17,0.0
2,Truthful Oracle 3,18,0.0
2,Truthful Oracle 3,19,0.0
2,Truthful Oracle 4,0,0.0
2,Truthful Oracle 4,1,0.0
2,Truthful Oracle 4,2,0.0
2,Truthful Oracle 4,3,0.0
2,Truthful Oracle 4,4,0.0
2,Truthful Oracle 4,5,0.0
2,Truthful Oracle 4,6,0.0
2,Truthful Oracle 4,7,0.0
2,Truthful Oracle 4,8,0.0
2,Truthful Oracle 4,9,0.0
2,Truthful Oracle 4,10,0.0
2,Truthful Oracle 4,11,0.0
2,Truthful Oracle 4,12,0.0
2,Truthful Oracle 4,13,0.0
2,Truthful Oracle 4,14,0.0
2,Truthful Oracle 4,15,0.0
2,Truthful Oracle 4,16,0.0
2,Truthful Oracle 4,17,0.0
2,Truthful Oracle 4,18,0.0
2,Truthful Oracle 4,19,0.0
2,Truthful Oracle 5,0,0.0
2,Truthful Oracle 5,1,0.0
2,Truthful Oracle 5,2,0.0
2,Truthful Oracle 5,3,0.0
2,Truthful Oracle 5,4,0.0
2,Truthful Oracle 5,5,0.0
2,Truthful Oracle 5,6,0.0
2,Truthful Oracle 5,7,0.0
2,Truthful Oracle 5,8,0.0
2,Truthful Oracle 5,9,0.0
2,Truthful Oracle 5,10,0.0
2,Truthful Oracle 5,11,0.0
2,Truthful Oracle 5,12,0.0
2,Truthful Oracle 5,13,0.0
2,Truthful Oracle 5,14,0.0
2,Truthful Oracle 5,15,0.0
2,Truthful Oracle 5,16,0.0
2,Truthful Oracle 5,17,0.0
2,Truthful Oracle 5,18,0.0
2,Truthful Oracle 5,19,0.0
2,Truthful Oracle 6,0,0.0
2,Truthful Oracle 6,1,0.0
2,Truthful Oracle 6,2,0.0
2,Truthful Oracle 6,3,0.0
2,Truthful Oracle 6,4,0.0
2,Truthful Oracle 6,5,0.0
2,Truthful Oracle 6,6,0.0
2,Truthful Oracle 6,7,0.0
2,Truthful Oracle 6,8,0.0
2,Truthful Oracle 6,9,0.0
2,Truthful Oracle 6,10,0.0
2,Truthful Oracle 6,11,0.0
2,Truthful Oracle 6,12,0.0
2,Truthful Oracle 6,13,0.0
2,Truthful Oracle 6,14,0.0
2,Truthful Oracle 6,15,0.0
2,Truthful Oracle 6,16,0.0
2,Truthful Oracle 6,17,0.0
2,Truthful Oracle 6,18,0.0
2,Truthful Oracle 6,19,0.0
